,基金代码,拼音缩写,基金简称,基金类型,拼音全称
1168,001539,JSZZJRDCETFLJA,嘉实中证金融地产ETF联接A,联接基金,JIASHIZHONGZHENGJINRONGDICHANETFLIANJIEA
1169,001540,ZSHJZXQD,浙商汇金转型驱动,混合型,ZHESHANGHUIJINZHUANXINGQUDONG
1170,001541,HTFMYXDLGP,汇添富民营新动力股票,股票型,HUITIANFUMINYINGXINDONGLIGUPIAO
1171,001542,GTHLWGP,国泰互联网+股票,股票型,GUOTAIHULIANWANGGUPIAO
1172,001543,BYXRHHA,宝盈新锐混合A,混合型,BAOYINGXINRUIHUNHEA
1173,001545,BSYJCZ3GYDKZ,博时裕嘉纯债3个月定开债,定开债券,BOSHIYUJIACHUNZHAI3GEYUEDINGKAIZHAI
1174,001546,BSYY3GYDKZ,博时裕盈3个月定开债,定开债券,BOSHIYUYING3GEYUEDINGKAIZHAI
1175,001547,XYJHLHPZHHA,兴业聚惠灵活配置混合A,混合型,XINGYEJUHUILINGHUOPEIZHIHUNHEA
1176,001548,THSZ50ZSA,天弘上证50指数A,股票指数,TIANHONGSHANGZHENG50ZHISHUA
1177,001549,THSZ50ZSC,天弘上证50指数C,股票指数,TIANHONGSHANGZHENG50ZHISHUC
1178,001550,THZZYY100A,天弘中证医药100A,股票指数,TIANHONGZHONGZHENGYIYAO100A
1179,001551,THZZYY100C,天弘中证医药100C,股票指数,TIANHONGZHONGZHENGYIYAO100C
1180,001552,THZZZQBXA,天弘中证证券保险A,股票指数,TIANHONGZHONGZHENGZHENGQUANBAOXIANA
1181,001553,THZZZQBXC,天弘中证证券保险C,股票指数,TIANHONGZHONGZHENGZHENGQUANBAOXIANC
1182,001556,THZZ500ZSZQA,天弘中证500指数增强A,股票指数,TIANHONGZHONGZHENG500ZHISHUZENGQIANGA
1183,001557,THZZ500ZSZQC,天弘中证500指数增强C,股票指数,TIANHONGZHONGZHENG500ZHISHUZENGQIANGC
1184,001558,THYLJKHHA,天弘医疗健康混合A,混合型,TIANHONGYILIAOJIANKANGHUNHEA
1185,001559,THYLJKHHC,天弘医疗健康混合C,混合型,TIANHONGYILIAOJIANKANGHUNHEC
1186,001562,YFDRHLHPZHH,易方达瑞和灵活配置混合,混合型,YIFANGDARUIHELINGHUOPEIZHIHUNHE
1187,001563,HFJKWYLHPZHH,华富健康文娱灵活配置混合,混合型,HUAFUJIANKANGWENYULINGHUOPEIZHIHUNHE
1188,001564,DFHJDDSJHH,东方红京东大数据混合,混合型,DONGFANGHONGJINGDONGDASHUJUHUNHE
1189,001566,NFLDA,南方利达A,混合型,NANFANGLIDAA
1190,001567,NFLDC,南方利达C,混合型,NANFANGLIDAC
1191,001569,TXGCQDLHPZHH,泰信国策驱动灵活配置混合,混合型,TAIXINGUOCEQUDONGLINGHUOPEIZHIHUNHE
1192,001570,NFLAA,南方利安A,混合型,NANFANGLIANA
1193,001571,JHPSA,嘉合磐石A,混合型,JIAHEPANSHIA
1194,001572,JHPSC,嘉合磐石C,混合型,JIAHEPANSHIC
1195,001573,NFHLWLHPZHH,南方互联网+灵活配置混合,混合型,NANFANGHULIANWANGLINGHUOPEIZHIHUNHE
1196,001574,ZHHGHLHH,中海混改红利混合,混合型,ZHONGHAIHUNGAIHONGLIHUNHE
1197,001575,XYWJZQ,兴银稳健债券,债券型,XINGYINWENJIANZHAIQUAN
1198,001576,GTZNZBGPA,国泰智能装备股票A,股票型,GUOTAIZHINENGZHUANGBEIGUPIAOA
1199,001577,JSDJCLGP,嘉实低价策略股票,股票型,JIASHIDIJIACELUEGUPIAO
1200,001578,BSYRCZZQ,博时裕瑞纯债债券,债券型,BOSHIYURUICHUNZHAIZHAIQUAN
1201,001579,GTDNYGP,国泰大农业股票,股票型,GUOTAIDANONGYEGUPIAO
1202,001580,NFLAC,南方利安C,混合型,NANFANGLIANC
1203,001581,HAHGSTJXLHPZHH,华安沪港深通精选灵活配置混合,混合型,HUAANHUGANGSHENTONGJINGXUANLINGHUOPEIZHIHUNHE
1204,001583,AXXCTGPA,安信新常态股票A,股票型,ANXINXINCHANGTAIGUPIAOA
1205,001584,GTRYXHLDKHHA,国投瑞银新活力定开混合A,混合型,GUOTOURUIYINXINHUOLIDINGKAIHUNHEA
1206,001585,GTRYXHLDKHHC,国投瑞银新活力定开混合C,混合型,GUOTOURUIYINXINHUOLIDINGKAIHUNHEC
1207,001588,THZZ800ZSA,天弘中证800指数A,股票指数,TIANHONGZHONGZHENG800ZHISHUA
1208,001589,THZZ800ZSC,天弘中证800指数C,股票指数,TIANHONGZHONGZHENG800ZHISHUC
1209,001592,THCYBETFLJJJA,天弘创业板ETF联接基金A,联接基金,TIANHONGCHUANGYEBANETFLIANJIEJIJINA
1210,001593,THCYBETFLJJJC,天弘创业板ETF联接基金C,联接基金,TIANHONGCHUANGYEBANETFLIANJIEJIJINC
1211,001594,THZZYHETFLJA,天弘中证银行ETF联接A,联接基金,TIANHONGZHONGZHENGYINHANGETFLIANJIEA
1212,001595,THZZYHETFLJC,天弘中证银行ETF联接C,联接基金,TIANHONGZHONGZHENGYINHANGETFLIANJIEC
1213,001596,XCXZA,信诚新泽A,混合型,XINCHENGXINZEA
1214,001601,XYXXSYLHPZHHA,鑫元鑫新收益灵活配置混合A,混合型,XINYUANXINXINSHOUYILINGHUOPEIZHIHUNHEA
1215,001602,XYXXSYLHPZHHC,鑫元鑫新收益灵活配置混合C,混合型,XINYUANXINXINSHOUYILINGHUOPEIZHIHUNHEC
1216,001603,YFDAYHBHH,易方达安盈回报混合,混合型,YIFANGDAANYINGHUIBAOHUNHE
1217,001604,ZSHJZXSJLHPZHH,浙商汇金转型升级灵活配置混合,混合型,ZHESHANGHUIJINZHUANXINGSHENGJILINGHUOPEIZHIHUNHE
1218,001605,GFHGSCZJXGP,国富沪港深成长精选股票,股票型,GUOFUHUGANGSHENCHENGZHANGJINGXUANGUPIAO
1219,001606,NYGY40HH,农银工业4.0混合,混合型,NONGYINGONGYE40HUNHE
1220,001607,YDCLYXA,英大策略优选A,混合型,YINGDACELUEYOUXUANA
1221,001608,YDCLYXC,英大策略优选C,混合型,YINGDACELUEYOUXUANC
1222,001609,PAXXHHA,平安鑫享混合A,混合型,PINGANXINXIANGHUNHEA
1223,001610,PAXXHHC,平安鑫享混合C,混合型,PINGANXINXIANGHUNHEC
1224,001613,CCJXHH,长城久祥混合,混合型,CHANGCHENGJIUXIANGHUNHE
1225,001614,DFQYFZHH,东方区域发展混合,混合型,DONGFANGQUYUFAZHANHUNHE
1226,001615,ZORSDQKFHHA,中欧睿尚定期开放混合A,混合型,ZHONGOURUISHANGDINGQIKAIFANGHUNHEA
1227,001616,JSHBDTGP,嘉实环保低碳股票,股票型,JIASHIHUANBAODITANGUPIAO
1228,001617,THZZDZETFLJA,天弘中证电子ETF联接A,联接基金,TIANHONGZHONGZHENGDIANZIETFLIANJIEA
1229,001618,THZZDZETFLJC,天弘中证电子ETF联接C,联接基金,TIANHONGZHONGZHENGDIANZIETFLIANJIEC
1230,001619,XYHFDKZ,兴银汇福定开债,定开债券,XINGYINHUIFUDINGKAIZHAI
1231,001621,GJJTTHBC,国金金腾通货币C,货币型,GUOJINJINTENGTONGHUOBIC
1232,001623,XYGQGGHH,兴业国企改革混合,混合型,XINGYEGUOQIGAIGEHUNHE
1233,001624,XYTTYHBA,兴业添天盈货币A,货币型,XINGYETIANTIANYINGHUOBIA
1234,001625,XYTTYHBB,兴业添天盈货币B,货币型,XINGYETIANTIANYINGHUOBIB
1235,001626,GTYQGGGP,国泰央企改革股票,股票型,GUOTAIYANGQIGAIGEGUPIAO
1236,001628,ZSTYWHXXGP,招商体育文化休闲股票,股票型,ZHAOSHANGTIYUWENHUAXIUXIANGUPIAO
1237,001629,THZZJSJETFLJA,天弘中证计算机ETF联接A,联接基金,TIANHONGZHONGZHENGJISUANJIETFLIANJIEA
1238,001630,THZZJSJETFLJC,天弘中证计算机ETF联接C,联接基金,TIANHONGZHONGZHENGJISUANJIETFLIANJIEC
1239,001631,THZZSPYLZSA,天弘中证食品饮料指数A,股票指数,TIANHONGZHONGZHENGSHIPINYINLIAOZHISHUA
1240,001632,THZZSPYLZSC,天弘中证食品饮料指数C,股票指数,TIANHONGZHONGZHENGSHIPINYINLIAOZHISHUC
1241,001633,WJRXHHA,万家瑞祥混合A,混合型,WANJIARUIXIANGHUNHEA
1242,001634,WJRXHHC,万家瑞祥混合C,混合型,WANJIARUIXIANGHUNHEC
1243,001635,WJRYLHPZHHA,万家瑞益灵活配置混合A,混合型,WANJIARUIYILINGHUOPEIZHIHUNHEA
1244,001636,WJRYLHPZHHC,万家瑞益灵活配置混合C,混合型,WANJIARUIYILINGHUOPEIZHIHUNHEC
1245,001637,JSTXZXGDSJCLGP,嘉实腾讯自选股大数据策略股票,股票型,JIASHITENGXUNZIXUANGUDASHUJUCELUEGUPIAO
1246,001638,QHKYYSLCGPC,前海开源优势蓝筹股票C,股票型,QIANHAIKAIYUANYOUSHILANCHOUGUPIAOC
1247,001641,FGJDSYDCLHHA,富国绝对收益多策略混合A,混合型,FUGUOJUEDUISHOUYIDUOCELUEHUNHEA
1248,001643,HFJXZZXFGPA,汇丰晋信智造先锋股票A,股票型,HUIFENGJINXINZHIZAOXIANFENGGUPIAOA
1249,001644,HFJXZZXFGPC,汇丰晋信智造先锋股票C,股票型,HUIFENGJINXINZHIZAOXIANFENGGUPIAOC
1250,001645,GTDJKGPA,国泰大健康股票A,股票型,GUOTAIDAJIANKANGGUPIAOA
1251,001648,GYXJZLHPZHHA,工银新价值灵活配置混合A,混合型,GONGYINXINJIAZHILINGHUOPEIZHIHUNHEA
1252,001650,GYFSHBLHPZHHA,工银丰收回报灵活配置混合A,混合型,GONGYINFENGSHOUHUIBAOLINGHUOPEIZHIHUNHEA
1253,001651,GYXLCGPA,工银新蓝筹股票A,股票型,GONGYINXINLANCHOUGUPIAOA
1254,001654,GLATXLHPZHHC,国联安添鑫灵活配置混合C,混合型,GUOLIANANTIANXINLINGHUOPEIZHIHUNHEC
1255,001656,NYZGYSLHPZHH,农银中国优势灵活配置混合,混合型,NONGYINZHONGGUOYOUSHILINGHUOPEIZHIHUNHE
1256,001657,CAXFLXHH,长安鑫富领先混合,混合型,CHANGANXINFULINGXIANHUNHE
1257,001659,FADXDLHH,富安达新动力混合,混合型,FUANDAXINDONGLIHUNHE
1258,001660,FADHYLDHH,富安达行业轮动混合,混合型,FUANDAHANGYELUNDONGHUNHE
1259,001661,BSXYZCZZQC,博时信用债纯债债券C,债券型,BOSHIXINYONGZHAICHUNZHAIZHAIQUANC
1260,001662,CJHXHGSJXHH,创金合信沪港深精选混合,混合型,CHUANGJINHEXINHUGANGSHENJINGXUANHUNHE
1261,001664,PAXAHHA,平安鑫安混合A,混合型,PINGANXINANHUNHEA
1262,001665,PAXAHHC,平安鑫安混合C,混合型,PINGANXINANHUNHEC
1263,001666,PHTLBHBA,鹏华添利宝货币A,货币型,PENGHUATIANLIBAOHUOBIA
1264,001667,NFZXHH,南方转型混合,混合型,NANFANGZHUANXINGHUNHE
1265,001668,HTFQQHLHH,汇添富全球互联混合,QDII,HUITIANFUQUANQIUHULIANHUNHE
1266,001669,NAJXBHBC,诺安聚鑫宝货币C,货币型,NUOANJUXINBAOHUOBIC
1267,001672,GSABZHSHGP,国寿安保智慧生活股票,股票型,GUOSHOUANBAOZHIHUISHENGHUOGUPIAO
1268,001675,JXTFA,江信同福A,混合型,JIANGXINTONGFUA
1269,001676,JXTFC,江信同福C,混合型,JIANGXINTONGFUC
1270,001677,ZYZLXXCYGPA,中银战略新兴产业股票A,股票型,ZHONGYINZHANLUEXINXINGCHANYEGUPIAOA
1271,001678,YDGQGGZTGP,英大国企改革主题股票,股票型,YINGDAGUOQIGAIGEZHUTIGUPIAO
1272,001679,QHKYZGXQZCHHA,前海开源中国稀缺资产混合A,混合型,QIANHAIKAIYUANZHONGGUOXIQUEZICHANHUNHEA
1273,001681,XHJJJZLHPZHH,新华积极价值灵活配置混合,混合型,XINHUAJIJIJIAZHILINGHUOPEIZHIHUNHE
1274,001682,XHXHBHH,新华鑫回报混合,混合型,XINHUAXINHUIBAOHUNHE
1275,001685,HTFHGSXJZGP,汇添富沪港深新价值股票,股票型,HUITIANFUHUGANGSHENXINJIAZHIGUPIAO
1276,001686,AXXDLHHA,安信新动力混合A,混合型,ANXINXINDONGLIHUNHEA
1277,001687,AXXDLHHC,安信新动力混合C,混合型,ANXINXINDONGLIHUNHEC
1278,001688,JSXQDHHA,嘉实新起点混合A,混合型,JIASHIXINQIDIANHUNHEA
1279,001691,NFXGCZQDII,南方香港成长(QDII),QDII,NANFANGXIANGGANGCHENGZHANGQDII
1280,001692,NFGCDL,南方国策动力,股票型,NANFANGGUOCEDONGLI
1281,001693,ZSZL1GYQLCZQC,招商招利1个月期理财债券C,债券型,ZHAOSHANGZHAOLI1GEYUEQILICAIZHAIQUANC
1282,001694,HAHGSWYZZHH,华安沪港深外延增长混合,混合型,HUAANHUGANGSHENWAIYANZENGZHANGHUNHE
1283,001695,HDHYHH,泓德泓业混合,混合型,HONGDEHONGYEHUNHE
1284,001696,NFZZGP,南方智造股票,股票型,NANFANGZHIZAOGUPIAO
1285,001697,DCHFBHBA,大成恒丰宝货币A,货币型,DACHENGHENGFENGBAOHUOBIA
1286,001698,DCHFBHBB,大成恒丰宝货币B,货币型,DACHENGHENGFENGBAOHUOBIB
1287,001699,DCHFBHBE,大成恒丰宝货币E,货币型,DACHENGHENGFENGBAOHUOBIE
1288,001701,ZRCYSJHH,中融产业升级混合,混合型,ZHONGRONGCHANYESHENGJIHUNHE
1289,001702,DFCXKJHH,东方创新科技混合,混合型,DONGFANGCHUANGXINKEJIHUNHE
1290,001703,YHHGSZZGP,银华沪港深增长股票,股票型,YINHUAHUGANGSHENZENGZHANGGUPIAO
1291,001704,GTRYJBLHPZHH,国投瑞银进宝灵活配置混合,混合型,GUOTOURUIYINJINBAOLINGHUOPEIZHIHUNHE
1292,001705,HDZLZXGP,泓德战略转型股票,股票型,HONGDEZHANLUEZHUANXINGGUPIAO
1293,001706,NAJJHBHHA,诺安积极回报混合A,混合型,NUOANJIJIHUIBAOHUNHEA
1294,001707,NAGDZZGP,诺安高端制造股票,股票型,NUOANGAODUANZHIZAOGUPIAO
1295,001708,DXGGJXHH,东兴改革精选混合,混合型,DONGXINGGAIGEJINGXUANHUNHE
1296,001709,HFWLSJLHPZHH,华富物联世界灵活配置混合,混合型,HUAFUWULIANSHIJIELINGHUOPEIZHIHUNHE
1297,001710,AXXQSHHA,安信新趋势混合A,混合型,ANXINXINQUSHIHUNHEA
1298,001711,AXXQSHHC,安信新趋势混合C,混合型,ANXINXINQUSHIHUNHEC
1299,001712,DFHYSJXHH,东方红优势精选混合,混合型,DONGFANGHONGYOUSHIJINGXUANHUNHE
1300,001714,GYWTCYGPA,工银文体产业股票A,股票型,GONGYINWENTICHANYEGUPIAOA
1301,001715,GYXJDHHA,工银新焦点混合A,混合型,GONGYINXINJIAODIANHUNHEA
1302,001716,GYXQSLHPZHHA,工银新趋势灵活配置混合A,混合型,GONGYINXINQUSHILINGHUOPEIZHIHUNHEA
1303,001717,GYQYYLGPA,工银前沿医疗股票A,股票型,GONGYINQIANYANYILIAOGUPIAOA
1304,001718,GYWLCYGP,工银物流产业股票,股票型,GONGYINWULIUCHANYEGUPIAO
1305,001719,GYGJZLGP,工银国家战略股票,股票型,GONGYINGUOJIAZHANLUEGUPIAO
1306,001720,GYXZLHH,工银新增利混合,混合型,GONGYINXINZENGLIHUNHE
1307,001721,GYXZYHH,工银新增益混合,混合型,GONGYINXINZENGYIHUNHE
1308,001722,GYYHLHH,工银银和利混合,混合型,GONGYINYINHELIHUNHE
1309,001723,HSXDLHH,华商新动力混合,混合型,HUASHANGXINDONGLIHUNHE
1310,001724,SWLXDCLLHPZHHC,申万菱信多策略灵活配置混合C,混合型,SHENWANLINGXINDUOCELUELINGHUOPEIZHIHUNHEC
1311,001725,HTFGDZZGP,汇添富高端制造股票,股票型,HUITIANFUGAODUANZHIZAOGUPIAO
1312,001726,HTFXXXFGP,汇添富新兴消费股票,股票型,HUITIANFUXINXINGXIAOFEIGUPIAO
1313,001727,SWLXAXHBHHC,申万菱信安鑫回报混合C,混合型,SHENWANLINGXINANXINHUIBAOHUNHEC
1314,001728,YHZLXXDKHH,银华战略新兴定开混合,混合型,YINHUAZHANLUEXINXINGDINGKAIHUNHE
1315,001730,XYDJK,兴银大健康,混合型,XINGYINDAJIANKANG
1316,001731,GFBFDSJJZHHA,广发百发大数据价值混合A,混合型,GUANGFABAIFADASHUJUJIAZHIHUNHEA
1317,001732,GFBFDSJJZHHE,广发百发大数据价值混合E,混合型,GUANGFABAIFADASHUJUJIAZHIHUNHEE
1318,001733,TDHLLHGP,泰达宏利量化股票,股票型,TAIDAHONGLILIANGHUAGUPIAO
1319,001734,GFBFDSJCZHHA,广发百发大数据成长混合A,混合型,GUANGFABAIFADASHUJUCHENGZHANGHUNHEA
1320,001735,GFBFDSJCZHHE,广发百发大数据成长混合E,混合型,GUANGFABAIFADASHUJUCHENGZHANGHUNHEE
1321,001736,YXYFYJSH,圆信永丰优加生活,股票型,YUANXINYONGFENGYOUJIASHENGHUO
1322,001739,ZRRAHHEH,中融融安混合二号,混合型,ZHONGRONGRONGANHUNHEERHAO
1323,001740,GDZGZZ2025HH,光大中国制造2025混合,混合型,GUANGDAZHONGGUOZHIZAO2025HUNHE
1324,001741,GFBFDSJJXHHA,广发百发大数据精选混合A,混合型,GUANGFABAIFADASHUJUJINGXUANHUNHEA
1325,001742,GFBFDSJJXHHE,广发百发大数据精选混合E,混合型,GUANGFABAIFADASHUJUJINGXUANHUNHEE
1326,001743,NAYXHBHH,诺安优选回报混合,混合型,NUOANYOUXUANHUIBAOHUNHE
1327,001744,NAJQHBHH,诺安进取回报混合,混合型,NUOANJINQUHUIBAOHUNHE
1328,001745,YFDRFLHPZHHI,易方达瑞富灵活配置混合I,混合型,YIFANGDARUIFULINGHUOPEIZHIHUNHEI
1329,001746,YFDRFLHPZHHE,易方达瑞富灵活配置混合E,混合型,YIFANGDARUIFULINGHUOPEIZHIHUNHEE
1330,001747,YFDRQLHPZHHI,易方达瑞祺灵活配置混合I,混合型,YIFANGDARUIQILINGHUOPEIZHIHUNHEI
1331,001748,YFDRQLHPZHHE,易方达瑞祺灵活配置混合E,混合型,YIFANGDARUIQILINGHUOPEIZHIHUNHEE
1332,001749,ZSZGJYGP,招商中国机遇股票,股票型,ZHAOSHANGZHONGGUOJIYUGUPIAO
1333,001750,JSCCJRSYZQA,景顺长城景瑞收益债券A,债券型,JINGSHUNCHANGCHENGJINGRUISHOUYIZHAIQUANA
1334,001751,HSXYZQZQA,华商信用增强债券A,债券型,HUASHANGXINYONGZENGQIANGZHAIQUANA
1335,001752,HSXYZQZQC,华商信用增强债券C,债券型,HUASHANGXINYONGZENGQIANGZHAIQUANC
1336,001753,HTCXXXCYHH,红土创新新兴产业混合,混合型,HONGTUCHUANGXINXINXINGCHANYEHUNHE
1337,001755,JSXSLHH,嘉实新思路混合,混合型,JIASHIXINSILUHUNHE
1338,001756,JSCLYXHH,嘉实策略优选混合,混合型,JIASHICELUEYOUXUANHUNHE
1339,001758,JSYJZQHH,嘉实研究增强混合,混合型,JIASHIYANJIUZENGQIANGHUNHE
1340,001759,JSCZZQHH,嘉实成长增强混合,混合型,JIASHICHENGZHANGZENGQIANGHUNHE
1341,001760,JSCXCZHH,嘉实创新成长混合,混合型,JIASHICHUANGXINCHENGZHANGHUNHE
1342,001761,GFAHHBHHA,广发安宏回报混合A,混合型,GUANGFAANHONGHUIBAOHUNHEA
1343,001762,GFAHHBHHC,广发安宏回报混合C,混合型,GUANGFAANHONGHUIBAOHUNHEC
1344,001763,GFDCLHH,广发多策略混合,混合型,GUANGFADUOCELUEHUNHE
1345,001764,GFHGSXJYGP,广发沪港深新机遇股票,股票型,GUANGFAHUGANGSHENXINJIYUGUPIAO
1346,001765,QHKYJXHHA,前海开源嘉鑫混合A,混合型,QIANHAIKAIYUANJIAXINHUNHEA
1347,001766,STMGYLJKGP,上投摩根医疗健康股票,股票型,SHANGTOUMOGENYILIAOJIANKANGGUPIAO
1348,001770,QHKYJXHHC,前海开源嘉鑫混合C,混合型,QIANHAIKAIYUANJIAXINHUNHEC
1349,001775,PHHTC,鹏华弘泰C,混合型,PENGHUAHONGTAIC
1350,001776,ZOXLZQ,中欧兴利债券,债券型,ZHONGOUXINGLIZHAIQUAN
1351,001779,ZRWJTLZQ,中融稳健添利债券,债券型,ZHONGRONGWENJIANTIANLIZHAIQUAN
1352,001780,NAGGQSLHPZHH,诺安改革趋势灵活配置混合,混合型,NUOANGAIGEQUSHILINGHUOPEIZHIHUNHE
1353,001781,JXXDFWYGP,建信现代服务业股票,股票型,JIANXINXIANDAIFUWUYEGUPIAO
1354,001782,JTJYHHA,九泰久益混合A,混合型,JIUTAIJIUYIHUNHEA
1355,001783,XYHYZQA,兴银合盈债券A,债券型,XINGYINHEYINGZHAIQUANA
1356,001784,XYHYZQC,兴银合盈债券C,债券型,XINGYINHEYINGZHAIQUANC
1357,001785,MSJYSSZLZQD,民生加银岁岁增利债券D,定开债券,MINSHENGJIAYINSUISUIZENGLIZHAIQUAND
1358,001789,GTLHSYLHPZHHA,国泰量化收益灵活配置混合A,混合型,GUOTAILIANGHUASHOUYILINGHUOPEIZHIHUNHEA
1359,001790,GTZNQCGPA,国泰智能汽车股票A,股票型,GUOTAIZHINENGQICHEGUPIAOA
1360,001791,DCJDSYCLHHA,大成绝对收益策略混合A,混合型,DACHENGJUEDUISHOUYICELUEHUNHEA
1361,001792,DCJDSYCLHHC,大成绝对收益策略混合C,混合型,DACHENGJUEDUISHOUYICELUEHUNHEC
1362,001794,XYCYZQ,兴银朝阳债券,债券型,XINGYINCHAOYANGZHAIQUAN
1363,001795,STMGWTXXLHPZHH,上投摩根文体休闲灵活配置混合,混合型,SHANGTOUMOGENWENTIXIUXIANLINGHUOPEIZHIHUNHE
1364,001796,HTFAXZXHHA,汇添富安鑫智选混合A,混合型,HUITIANFUANXINZHIXUANHUNHEA
1365,001797,HRXLLHPZHH,华融新利灵活配置混合,混合型,HUARONGXINLILINGHUOPEIZHIHUNHE
1366,001798,TKXHBLHPZHHA,泰康新回报灵活配置混合A,混合型,TAIKANGXINHUIBAOLINGHUOPEIZHIHUNHEA
1367,001799,TKXHBLHPZHHC,泰康新回报灵活配置混合C,混合型,TAIKANGXINHUIBAOLINGHUOPEIZHIHUNHEC
1368,001800,HAXLXLHPZHHA,华安新乐享灵活配置混合A,混合型,HUAANXINLEXIANGLINGHUOPEIZHIHUNHEA
1369,001801,HTFDXHHA,汇添富达欣混合A,混合型,HUITIANFUDAXINHUNHEA
1370,001802,YFDRCHHI,易方达瑞财混合I,混合型,YIFANGDARUICAIHUNHEI
1371,001803,YFDRCHHE,易方达瑞财混合E,混合型,YIFANGDARUICAIHUNHEE
1372,001806,YFDRZLHPZHHI,易方达瑞智灵活配置混合I,混合型,YIFANGDARUIZHILINGHUOPEIZHIHUNHEI
1373,001807,YFDRZLHPZHHE,易方达瑞智灵活配置混合E,混合型,YIFANGDARUIZHILINGHUOPEIZHIHUNHEE
1374,001808,YHHLWZTLHPZHH,银华互联网主题灵活配置混合,混合型,YINHUAHULIANWANGZHUTILINGHUOPEIZHIHUNHE
1375,001809,ZXJTZXWLWA,中信建投智信物联网A,混合型,ZHONGXINJIANTOUZHIXINWULIANWANGA
1376,001810,ZOQLJZLHPZHHA,中欧潜力价值灵活配置混合A,混合型,ZHONGOUQIANLIJIAZHILINGHUOPEIZHIHUNHEA
1377,001811,ZOMRXCTHHA,中欧明睿新常态混合A,混合型,ZHONGOUMINGRUIXINCHANGTAIHUNHEA
1378,001812,JSHBE,嘉实货币E,货币型,JIASHIHUOBIE
1379,001815,HTBRJLDLHHA,华泰柏瑞激励动力混合A,混合型,HUATAIBAIRUIJILIDONGLIHUNHEA
1380,001816,HTFXRJXHHA,汇添富新睿精选混合A,混合型,HUITIANFUXINRUIJINGXUANHUNHEA
1381,001817,YFDRXLHPZHHI,易方达瑞兴灵活配置混合I,混合型,YIFANGDARUIXINGLINGHUOPEIZHIHUNHEI
1382,001818,YFDRXLHPZHHE,易方达瑞兴灵活配置混合E,混合型,YIFANGDARUIXINGLINGHUOPEIZHIHUNHEE
1383,001819,XQWYDKZFQS,兴全稳益定开债发起式,定开债券,XINGQUANWENYIDINGKAIZHAIFAQISHI
1384,001820,XQTTYHBA,兴全天添益货币A,货币型,XINGQUANTIANTIANYIHUOBIA
1385,001821,XQTTYHBB,兴全天添益货币B,货币型,XINGQUANTIANTIANYIHUOBIB
1386,001822,HSZNSHLHPZHH,华商智能生活灵活配置混合,混合型,HUASHANGZHINENGSHENGHUOLINGHUOPEIZHIHUNHE
1387,001823,GDDXHHC,光大鼎鑫混合C,混合型,GUANGDADINGXINHUNHEC
1388,001824,BSHGSCZQY,博时沪港深成长企业,混合型,BOSHIHUGANGSHENCHENGZHANGQIYE
1389,001825,JXZGZZ2025,建信中国制造2025,股票型,JIANXINZHONGGUOZHIZAO2025
1390,001826,GSABZJBHBA,国寿安保增金宝货币A,货币型,GUOSHOUANBAOZENGJINBAOHUOBIA
1391,001827,FGYJYXHGSHH,富国研究优选沪港深混合,混合型,FUGUOYANJIUYOUXUANHUGANGSHENHUNHE
1392,001829,BXRFZGZZ,北信瑞丰中国智造,混合型,BEIXINRUIFENGZHONGGUOZHIZAO
1393,001830,RTKJCZLHPZHH,融通跨界成长灵活配置混合,混合型,RONGTONGKUAJIECHENGZHANGLINGHUOPEIZHIHUNHE
1394,001831,RTKJCZLHPZHH,融通跨界成长灵活配置混合(后端),混合型,RONGTONGKUAJIECHENGZHANGLINGHUOPEIZHIHUNHE
1395,001832,YFDRHLHPZHH,易方达瑞恒灵活配置混合,混合型,YIFANGDARUIHENGLINGHUOPEIZHIHUNHE
1396,001834,CSZLXXCYHHC,长盛战略新兴产业混合C,混合型,CHANGSHENGZHANLUEXINXINGCHANYEHUNHEC
1397,001835,YFDRXLHPZHHI,易方达瑞祥灵活配置混合I,混合型,YIFANGDARUIXIANGLINGHUOPEIZHIHUNHEI
1398,001836,YFDRXLHPZHHE,易方达瑞祥灵活配置混合E,混合型,YIFANGDARUIXIANGLINGHUOPEIZHIHUNHEE
1399,001837,QHKYHGSLCJXHHA,前海开源沪港深蓝筹精选混合A,混合型,QIANHAIKAIYUANHUGANGSHENLANCHOUJINGXUANHUNHEA
1400,001838,GTRYGJAQHH,国投瑞银国家安全混合,混合型,GUOTOURUIYINGUOJIAANQUANHUNHE
1401,001839,JTJXLHPZHH,九泰久兴灵活配置混合,混合型,JIUTAIJIUXINGLINGHUOPEIZHIHUNHE
1402,001842,JTRTJHBA,九泰日添金货币A,货币型,JIUTAIRITIANJINHUOBIA
1403,001843,JTRTJHBB,九泰日添金货币B,货币型,JIUTAIRITIANJINHUOBIB
1404,001844,JTJYHHC,九泰久益混合C,混合型,JIUTAIJIUYIHUNHEC
1405,001849,QHKYQSGS100QGP,前海开源强势共识100强股票,股票型,QIANHAIKAIYUANQIANGSHIGONGSHI100QIANGGUPIAO
1406,001850,GTAYLHPZHHA,国泰安益灵活配置混合A,混合型,GUOTAIANYILINGHUOPEIZHIHUNHEA
1407,001852,RTZGF1HLHPZHHAB,融通中国风1号灵活配置混合A/B,混合型,RONGTONGZHONGGUOFENG1HAOLINGHUOPEIZHIHUNHEAB
1408,001853,RTZGF1HLHPZHHAB,融通中国风1号灵活配置混合A/B(后端),混合型,RONGTONGZHONGGUOFENG1HAOLINGHUOPEIZHIHUNHEAB
